,Close,compound,negative,neutral,positive,Open,High,Low,Volume
2010-07-14,1070.45,-0.9991,0.115,0.808,0.076,1080.0,1094.45,1067.25,3650519.0
2010-07-15,1073.45,-0.9998,0.159,0.746,0.096,1071.95,1080.9,1068.1,3172106.0
2010-07-16,1062.95,-0.9983,0.117,0.795,0.088,1071.05,1074.0,1060.0,2006855.0
2010-07-19,1056.05,-0.9996,0.146,0.786,0.067,1058.1,1065.9,1053.8,2242066.0
2010-07-20,1052.95,-0.9998,0.164,0.743,0.093,1057.0,1065.9,1049.1,1564673.0
2010-07-21,1058.4,-0.9998,0.146,0.783,0.07,1058.9,1063.0,1055.65,2245764.0
2010-07-22,1059.0,-0.9998,0.148,0.768,0.085,1058.4,1060.85,1047.6,3629863.0
2010-07-23,1060.45,-0.9997,0.129,0.783,0.087,1063.95,1070.9,1056.8,3152167.0
2010-07-26,1053.1,-0.9999,0.169,0.748,0.083,1063.5,1067.4,1050.25,2083245.0
2010-07-27,1053.5,-0.9999,0.153,0.78,0.067,1058.85,1061.15,1051.1,2773497.0
2010-07-28,1021.25,-0.9999,0.148,0.781,0.071,1063.0,1073.65,1018.0,12098248.0
2010-07-29,1010.15,-0.9998,0.128,0.806,0.066,1028.5,1028.5,1008.0,10579193.0
2010-07-30,1009.65,-0.9998,0.142,0.786,0.072,1014.95,1020.35,1007.25,4398414.0
2010-08-02,1014.55,-0.9989,0.122,0.789,0.089,1016.0,1021.8,1011.4,2897730.0
2010-08-03,1027.75,-0.9996,0.116,0.823,0.06,1019.15,1030.9,1014.0,4595476.0
2010-08-04,1016.05,-0.9996,0.127,0.789,0.084,1028.0,1031.0,1012.55,4187240.0
2010-08-05,1007.05,-0.9998,0.143,0.772,0.085,1019.95,1023.7,1005.05,4184906.0
2010-08-06,1000.1,-0.9997,0.133,0.782,0.084,1008.9,1010.1,998.5,4561587.0
2010-08-09,993.6,-0.9998,0.158,0.75,0.091,1000.0,1006.0,992.0,5086803.0
2010-08-10,987.9,-0.9998,0.16,0.75,0.091,991.0,1002.4,986.3,4569314.0
2010-08-11,983.25,-0.9998,0.136,0.792,0.072,989.8,994.9,980.1,5009919.0
2010-08-12,972.6,-0.9996,0.12,0.8,0.08,980.0,983.25,970.0,5694088.0
2010-08-13,979.1,-0.9986,0.092,0.84,0.068,970.5,993.8,970.5,6974575.0
2010-08-16,976.9,0.9322,0.097,0.801,0.102,980.0,991.9,975.0,3206742.0
2010-08-17,970.65,-0.9997,0.14,0.773,0.087,980.0,984.95,970.0,3380458.0
2010-08-18,964.6,-0.9998,0.15,0.766,0.084,973.0,977.0,958.35,5682424.0
2010-08-19,977.2,-0.9993,0.113,0.81,0.077,963.7,984.9,963.7,4723202.0
2010-08-20,988.65,-0.999,0.133,0.768,0.099,977.2,993.4,972.5,4799377.0
2010-08-23,976.9,-0.999,0.139,0.76,0.1,992.05,992.05,975.6,3095800.0
2010-08-24,972.4,-0.9998,0.145,0.771,0.084,976.9,981.0,967.3,4406206.0
2010-08-25,967.8,-0.9997,0.132,0.78,0.088,970.0,977.85,965.5,4256327.0
2010-08-26,956.45,-0.9998,0.159,0.743,0.098,970.0,973.0,955.05,6362576.0
2010-08-27,949.6,-0.9998,0.149,0.774,0.078,958.9,960.9,946.55,5558199.0
2010-08-30,947.95,-0.9998,0.166,0.75,0.085,952.1,964.8,945.0,2722106.0
2010-08-31,919.2,-0.9997,0.151,0.767,0.082,944.65,949.95,915.0,10653128.0
2010-09-01,936.2,-0.9995,0.129,0.776,0.096,925.05,943.8,921.0,6374456.0
2010-09-02,937.45,-0.9997,0.139,0.77,0.092,945.0,946.65,936.0,4045759.0
2010-09-03,925.7,-0.9997,0.149,0.763,0.088,940.0,941.6,924.2,3300811.0
2010-09-06,952.65,-0.9986,0.125,0.779,0.096,930.95,957.7,922.3,7755451.0
2010-09-07,962.3,-0.9998,0.155,0.757,0.087,955.0,969.7,953.0,6487124.0
2010-09-08,959.6,-0.9985,0.133,0.762,0.105,955.1,964.7,952.0,2659076.0
2010-09-09,958.55,-0.9997,0.14,0.765,0.094,962.95,967.2,955.2,2311961.0
2010-09-13,992.5,-0.9992,0.139,0.764,0.097,972.0,995.5,965.35,6280165.0
2010-09-14,988.15,-0.999,0.139,0.764,0.098,995.5,1003.0,984.35,4451190.0
2010-09-15,1013.9,-0.9462,0.09,0.823,0.086,989.0,1018.7,989.0,7670039.0
2010-09-16,1000.35,-0.9968,0.115,0.79,0.096,1012.1,1015.35,997.2,4238156.0
2010-09-17,1027.35,-0.9984,0.125,0.774,0.101,1005.0,1031.4,1005.0,7304408.0
2010-09-20,1041.4,-0.9996,0.161,0.729,0.11,1029.0,1043.95,1021.1,6953447.0
2010-09-21,1035.15,-0.9991,0.136,0.756,0.109,1042.0,1048.5,1025.05,4880691.0
2010-09-22,1020.05,-0.9992,0.147,0.741,0.112,1034.0,1043.7,1015.0,5914047.0
2010-09-23,997.65,-0.9957,0.124,0.762,0.113,1020.05,1024.0,996.0,5264383.0
2010-09-24,1001.65,-0.9995,0.14,0.762,0.098,1000.0,1009.0,992.1,5181769.0
2010-09-27,1010.2,-0.9996,0.165,0.717,0.118,1008.0,1019.9,1005.1,3763708.0
2010-09-28,998.5,-0.9981,0.116,0.785,0.099,1008.3,1012.0,993.0,4499090.0
2010-09-29,999.0,-0.9953,0.116,0.774,0.11,1000.0,1009.0,995.0,4066504.0
2010-09-30,987.25,-0.9963,0.114,0.783,0.103,1002.0,1002.0,978.1,6624729.0
2010-10-01,1007.9,0.9801,0.106,0.774,0.12,992.0,1010.0,990.0,4366861.0
2010-10-04,1017.85,-0.9989,0.139,0.755,0.106,1014.95,1025.8,1014.95,4837519.0
2010-10-05,1023.85,-0.9969,0.119,0.778,0.104,1016.0,1031.8,1009.0,5243466.0
2010-10-06,1044.95,-0.9993,0.123,0.789,0.088,1030.0,1047.0,1026.95,6431802.0
2010-10-07,1039.15,-0.999,0.138,0.746,0.116,1044.95,1055.75,1032.5,7211287.0
2010-10-08,1049.65,-0.9944,0.113,0.787,0.1,1046.7,1054.8,1030.55,4769466.0
2010-10-11,1069.2,-0.9985,0.123,0.778,0.099,1056.0,1072.25,1053.1,5896732.0
2010-10-12,1055.6,-0.9994,0.139,0.761,0.1,1068.0,1069.4,1046.15,3195565.0
2010-10-13,1073.05,-0.9974,0.134,0.745,0.12,1056.1,1074.0,1054.7,5478523.0
2010-10-14,1059.0,0.9989,0.109,0.747,0.144,1075.0,1081.5,1054.2,5580792.0
2010-10-15,1040.35,-0.9986,0.118,0.794,0.088,1060.0,1068.0,1035.6,2652016.0
2010-10-18,1047.45,-0.9996,0.142,0.775,0.084,1042.25,1064.95,1033.25,5076676.0
2010-10-19,1044.4,-0.9978,0.1,0.822,0.077,1065.0,1068.7,1039.25,4246988.0
2010-10-20,1049.45,-0.9994,0.126,0.789,0.085,1039.4,1064.4,1038.0,4167720.0
2010-10-21,1081.65,-0.9998,0.141,0.77,0.089,1052.0,1087.85,1049.2,8520014.0
2010-10-22,1081.8,-0.9992,0.112,0.811,0.077,1085.45,1093.8,1074.35,4486466.0
2010-10-25,1090.35,-0.9997,0.133,0.785,0.082,1088.0,1101.9,1086.0,4118875.0
2010-10-26,1098.85,-0.9978,0.11,0.799,0.091,1090.9,1100.95,1087.1,3530281.0
2010-10-27,1092.75,-0.9986,0.105,0.819,0.076,1098.0,1110.0,1083.25,5016615.0
2010-10-28,1082.0,-0.9997,0.126,0.796,0.078,1099.4,1100.9,1074.6,8271973.0
2010-10-29,1096.25,-0.9997,0.133,0.785,0.082,1087.7,1107.2,1080.5,6794099.0
2010-11-01,1093.2,-0.9991,0.125,0.787,0.088,1121.0,1124.9,1089.25,6973910.0
2010-11-02,1074.85,-0.9983,0.135,0.754,0.111,1095.4,1095.4,1070.3,4654108.0
2010-11-03,1065.3,-0.9978,0.121,0.78,0.099,1082.0,1084.9,1062.65,4557947.0
2010-11-04,1105.05,-0.9869,0.111,0.794,0.095,1077.9,1107.0,1075.0,5557273.0
2010-11-05,1105.7,-0.9985,0.14,0.781,0.079,1114.0,1117.5,1100.3,1458927.0
2010-11-08,1111.85,0.9635,0.102,0.791,0.106,1113.9,1119.0,1100.55,5112060.0
2010-11-09,1108.55,-0.9998,0.153,0.754,0.094,1112.25,1120.5,1097.25,3522480.0
2010-11-10,1102.2,-0.9989,0.124,0.783,0.093,1106.7,1116.9,1099.2,2719925.0
2010-11-11,1079.9,-0.9991,0.108,0.818,0.074,1106.0,1111.8,1076.0,2900734.0
2010-11-12,1061.85,-0.9998,0.148,0.77,0.082,1080.15,1087.4,1057.0,4373231.0
2010-11-15,1054.7,-0.9998,0.146,0.765,0.089,1067.1,1067.9,1038.2,3676745.0
2010-11-16,1030.5,-0.9997,0.136,0.787,0.077,1059.0,1059.0,1026.55,4533561.0
2010-11-18,1032.95,-0.9998,0.146,0.783,0.071,1049.8,1049.8,1014.0,5206393.0
2010-11-19,996.25,-0.9998,0.138,0.774,0.088,1036.0,1036.0,987.1,5674916.0
2010-11-22,1012.25,-0.9988,0.126,0.775,0.099,1003.5,1016.45,997.2,4333195.0
2010-11-23,995.6,-0.993,0.112,0.789,0.099,1004.65,1005.0,975.0,7569264.0
2010-11-24,996.05,-0.9953,0.086,0.847,0.067,999.0,1017.8,986.05,4503970.0
2010-11-25,979.5,-0.9994,0.129,0.786,0.085,1002.0,1003.0,973.0,6654697.0
2010-11-26,962.35,-0.9995,0.127,0.789,0.084,985.0,990.4,958.3,7003643.0
2010-11-29,998.4,-0.9996,0.142,0.773,0.085,969.5,1002.45,962.4,5350926.0
2010-11-30,985.6,-0.9997,0.136,0.778,0.087,999.8,1008.7,981.1,6968054.0
2010-12-01,988.8,-0.9994,0.135,0.773,0.092,985.0,997.4,983.05,4280638.0
2010-12-02,1011.15,-0.9996,0.138,0.769,0.093,999.0,1013.45,995.05,5676667.0
2010-12-03,1005.9,-0.9985,0.107,0.807,0.086,1014.0,1024.0,998.0,4489664.0
2010-12-06,1020.15,-0.9998,0.157,0.754,0.089,1015.85,1030.0,1013.0,4066554.0
2010-12-07,1030.75,-0.9997,0.14,0.783,0.077,1020.0,1039.7,1020.0,5119800.0
2010-12-08,1020.55,-0.9997,0.146,0.781,0.073,1024.9,1027.75,1011.15,3885305.0
2010-12-09,984.5,-0.9988,0.119,0.788,0.093,1024.55,1033.85,978.75,7249786.0
2010-12-10,1023.9,-0.9929,0.103,0.814,0.083,986.8,1030.0,979.35,6064152.0
2010-12-13,1041.75,-0.9981,0.083,0.865,0.052,1024.05,1046.0,1010.0,3848074.0
2010-12-14,1055.25,-0.9995,0.117,0.81,0.072,1043.0,1060.0,1042.0,4590209.0
2010-12-15,1053.9,-0.9994,0.113,0.813,0.074,1054.0,1064.0,1036.0,4899915.0
2010-12-16,1056.85,-0.9951,0.101,0.812,0.088,1057.7,1060.0,1040.05,3550077.0
2010-12-20,1056.75,-0.9996,0.144,0.754,0.102,1045.0,1068.0,1044.6,3624895.0
2010-12-21,1073.15,-0.9998,0.137,0.788,0.074,1059.9,1074.9,1058.25,3677847.0
2010-12-22,1056.05,-0.9996,0.135,0.777,0.089,1072.8,1075.0,1048.35,3458953.0
2010-12-23,1059.4,-0.9992,0.118,0.805,0.077,1057.8,1064.7,1050.5,3335014.0
2010-12-24,1059.7,-0.9997,0.143,0.773,0.084,1053.0,1064.5,1050.0,2160796.0
2010-12-27,1055.25,-0.9996,0.149,0.746,0.105,1058.3,1068.8,1051.15,1321679.0
2010-12-28,1047.9,-0.9995,0.125,0.788,0.087,1056.3,1059.7,1042.25,2024641.0
2010-12-29,1048.6,-0.9998,0.133,0.805,0.062,1048.3,1055.0,1046.3,2556591.0
2010-12-30,1051.2,-0.9998,0.156,0.76,0.083,1052.4,1055.75,1046.25,3328572.0
2010-12-31,1058.7,-0.9993,0.127,0.794,0.079,1058.05,1066.5,1053.2,2279759.0
2011-01-03,1055.6,-0.9995,0.149,0.749,0.102,1065.0,1066.5,1052.6,2379838.0
2011-01-04,1077.1,-0.9994,0.12,0.794,0.085,1060.0,1079.9,1057.3,5033831.0
2011-01-05,1075.8,-0.9998,0.145,0.778,0.077,1080.0,1090.0,1070.0,5930189.0
2011-01-06,1085.6,-0.9997,0.126,0.788,0.086,1078.0,1091.4,1074.55,4974697.0
2011-01-07,1065.4,-0.9998,0.134,0.794,0.071,1081.3,1087.75,1058.0,4085949.0
2011-01-10,1033.45,-0.9994,0.115,0.801,0.084,1065.4,1070.45,1021.2,4223855.0
2011-01-11,1013.75,-0.9995,0.131,0.769,0.1,1040.0,1048.7,998.6,4833870.0
2011-01-12,1030.8,-0.9997,0.134,0.776,0.09,1020.65,1035.65,1003.0,5301987.0
2011-01-13,1015.35,-0.9995,0.133,0.764,0.103,1030.0,1039.15,1011.1,5562896.0
2011-01-14,1001.5,-0.9996,0.121,0.795,0.084,1014.05,1029.8,998.0,4368638.0
2011-01-17,997.9,-0.9996,0.144,0.747,0.109,1003.0,1008.0,992.05,3210798.0
2011-01-18,994.85,-0.9998,0.125,0.805,0.07,1004.85,1008.0,990.0,3399381.0
2011-01-19,980.15,-0.9996,0.12,0.802,0.079,999.6,1005.0,975.0,5369775.0
2011-01-20,969.85,-0.9998,0.139,0.78,0.081,977.6,977.6,954.55,9450384.0
2011-01-21,986.8,-0.9998,0.141,0.779,0.081,975.0,992.5,973.0,4463927.0
2011-01-24,971.6,-0.9991,0.112,0.806,0.082,995.1,995.9,964.1,5084310.0
2011-01-25,958.5,-0.9998,0.142,0.766,0.092,977.1,984.95,956.25,4646080.0
2011-01-27,942.7,-0.9841,0.111,0.782,0.107,966.0,967.4,940.0,6424365.0
2011-01-28,913.0,-0.9999,0.167,0.73,0.103,945.0,945.9,902.0,7738844.0
2011-01-31,919.3,-0.9998,0.153,0.751,0.096,908.85,928.85,903.1,5790572.0
2011-02-01,895.5,-0.991,0.11,0.791,0.098,925.1,927.7,888.55,8663045.0
2011-02-02,921.3,-0.9999,0.154,0.756,0.09,910.0,927.9,907.3,6506784.0
2011-02-03,943.9,-0.9996,0.133,0.77,0.097,928.0,947.5,915.0,3896824.0
2011-02-04,920.0,-0.9998,0.142,0.774,0.084,947.4,947.4,913.15,4735179.0
2011-02-07,929.05,-0.9992,0.097,0.842,0.06,925.7,938.8,914.4,3334195.0
2011-02-08,915.25,-0.9999,0.144,0.775,0.081,935.7,935.7,911.25,4499736.0
2011-02-09,914.3,-0.9998,0.151,0.749,0.1,908.4,937.2,903.65,8738283.0
2011-02-10,899.65,-0.9998,0.141,0.765,0.094,912.5,920.8,885.1,6479831.0
2011-02-11,909.95,-0.9997,0.133,0.78,0.087,899.95,915.0,888.05,4574486.0
2011-02-14,914.8,-0.9991,0.112,0.813,0.075,906.1,918.25,894.1,6890857.0
2011-02-15,941.7,-0.9995,0.134,0.763,0.104,914.4,944.8,911.3,6232645.0
2011-02-16,944.15,-0.9998,0.149,0.746,0.105,938.3,950.8,938.1,2523913.0
2011-02-17,953.95,-0.9996,0.124,0.79,0.086,947.85,955.45,936.25,3221065.0
2011-02-18,935.55,-0.9995,0.134,0.763,0.103,956.05,963.0,932.0,3599714.0
2011-02-21,956.35,-0.9979,0.118,0.783,0.099,936.1,960.9,934.2,5858555.0
2011-02-22,984.85,-0.9998,0.143,0.767,0.09,992.0,1009.4,979.25,20326289.0
2011-02-23,995.65,-0.9986,0.13,0.761,0.109,986.4,1002.3,985.0,7128252.0
2011-02-24,964.2,-0.9997,0.13,0.786,0.084,996.0,998.6,958.35,7521221.0
2011-02-25,966.25,-0.9997,0.127,0.788,0.085,980.7,982.25,954.55,3451930.0
2011-02-28,964.25,0.9861,0.109,0.774,0.117,970.2,994.3,960.0,5140248.0
2011-03-01,988.85,-0.9997,0.136,0.77,0.094,973.7,992.7,967.2,2885282.0
2011-03-03,977.4,-0.9995,0.127,0.779,0.094,975.2,985.0,968.1,4461643.0
2011-03-04,982.2,-0.9978,0.098,0.825,0.076,984.65,994.8,978.1,3524743.0
2011-03-07,977.05,-0.9997,0.148,0.746,0.106,974.1,983.3,964.0,2702156.0
2011-03-08,984.95,-0.9999,0.151,0.761,0.087,978.0,992.4,978.0,2756185.0
2011-03-09,993.85,-0.9997,0.137,0.77,0.092,988.7,1004.4,968.1,7422840.0
2011-03-10,984.75,-0.9996,0.142,0.754,0.104,992.7,993.0,982.0,2252418.0
2011-03-11,992.05,-0.9992,0.125,0.78,0.095,978.8,994.9,972.15,3428848.0
2011-03-14,1018.35,-0.9997,0.144,0.757,0.098,992.95,1020.75,992.25,6585771.0
2011-03-15,1037.25,-0.9999,0.153,0.766,0.081,997.95,1049.6,988.9,12902924.0
2011-03-16,1047.1,-0.9994,0.114,0.808,0.078,1045.0,1055.0,1038.1,4709984.0
2011-03-17,1030.85,-0.9999,0.15,0.774,0.076,1039.3,1048.8,1028.0,2830269.0
2011-03-18,993.0,-0.9996,0.119,0.8,0.08,1035.0,1035.0,986.6,9258050.0
2011-03-21,990.3,-0.9985,0.099,0.842,0.059,999.05,1000.0,981.1,3553732.0
2011-03-22,999.65,-0.9974,0.086,0.847,0.067,993.05,1004.9,992.15,2238646.0
2011-03-23,1013.25,-0.9999,0.159,0.751,0.09,999.85,1016.65,995.8,2610417.0
2011-03-24,1010.3,-0.9994,0.13,0.776,0.095,1015.9,1021.95,1003.85,2567887.0
2011-03-25,1026.6,-0.9996,0.113,0.82,0.067,1023.9,1029.95,1010.0,3518453.0
2011-03-28,1025.7,-0.9998,0.149,0.761,0.09,1026.25,1036.35,1014.3,4361259.0
2011-03-29,1022.75,-0.9956,0.117,0.777,0.106,1020.0,1032.0,1019.6,4137811.0
2011-03-30,1032.5,-0.9997,0.138,0.765,0.097,1027.5,1037.5,1024.1,2801842.0
2011-03-31,1049.1,-0.9992,0.12,0.784,0.096,1034.5,1054.9,1034.5,7201048.0
2011-04-01,1036.4,-0.9996,0.136,0.765,0.098,1049.05,1065.9,1031.0,4291094.0
2011-04-04,1050.65,0.9956,0.112,0.768,0.12,1040.0,1054.8,1029.0,2997121.0
2011-04-05,1047.65,-0.9991,0.127,0.771,0.102,1052.5,1059.0,1040.0,2458823.0
2011-04-06,1044.85,-0.9955,0.106,0.805,0.089,1045.0,1054.25,1040.0,2076283.0
2011-04-07,1041.9,-0.9995,0.132,0.769,0.099,1045.05,1047.55,1035.1,2323242.0
2011-04-08,1023.9,-0.9953,0.095,0.822,0.082,1042.0,1050.9,1020.65,2742024.0
2011-04-11,1005.3,0.9131,0.112,0.771,0.117,1013.0,1019.45,1003.65,2582208.0
2011-04-13,1021.8,-0.9986,0.12,0.775,0.105,1001.85,1024.0,996.6,4369725.0
2011-04-15,1020.95,-0.9985,0.115,0.794,0.091,1018.65,1024.85,1005.0,3240001.0
2011-04-18,1009.15,-0.9319,0.104,0.801,0.096,1019.2,1044.7,1000.6,3381601.0
2011-04-19,1011.65,-0.9979,0.112,0.791,0.096,1004.7,1017.45,998.75,2748246.0
2011-04-20,1025.9,-0.9998,0.142,0.756,0.102,1016.0,1030.5,1008.2,2357930.0
2011-04-21,1040.6,-0.9976,0.095,0.834,0.071,1034.8,1044.2,1030.0,3413753.0
2011-04-25,1009.35,-0.9998,0.145,0.762,0.092,1014.0,1021.0,1005.15,4146270.0
2011-04-26,1001.15,-0.9999,0.151,0.764,0.086,1009.0,1009.0,997.55,4035044.0
2011-04-27,986.1,-0.9988,0.127,0.772,0.101,1005.0,1009.1,980.1,5648346.0
2011-04-28,972.4,-0.9997,0.133,0.785,0.082,992.0,993.0,970.0,8163236.0
2011-04-29,983.75,-0.9924,0.104,0.801,0.096,975.0,988.0,971.3,3414200.0
2011-05-02,964.75,-0.9992,0.11,0.814,0.076,983.9,986.8,961.3,3110913.0
2011-05-03,943.9,-0.9999,0.155,0.756,0.089,965.1,967.4,941.05,5035348.0
2011-05-04,947.65,-0.9993,0.118,0.795,0.087,945.0,956.75,940.0,2667162.0
2011-05-05,949.95,-0.9997,0.129,0.794,0.077,945.0,963.55,943.65,4476339.0
2011-05-06,955.05,-0.9995,0.133,0.771,0.096,953.0,960.0,949.1,2952486.0
2011-05-09,959.3,-0.9995,0.129,0.78,0.091,960.0,966.05,951.4,1831616.0
2011-05-10,950.75,-0.9993,0.122,0.783,0.095,959.3,963.9,946.55,1861439.0
2011-05-11,955.45,-0.9992,0.118,0.792,0.09,954.0,958.4,943.5,1873699.0
2011-05-12,945.5,-0.9999,0.14,0.788,0.072,951.5,954.75,941.0,2107305.0
2011-05-13,948.0,-0.9951,0.11,0.793,0.097,945.25,962.0,937.95,3178684.0
2011-05-16,945.0,-0.9998,0.149,0.755,0.096,950.0,951.4,941.55,1601945.0
2011-05-17,920.65,-0.9985,0.12,0.783,0.097,945.65,946.8,917.25,3973699.0
2011-05-18,901.85,-0.9993,0.135,0.757,0.107,920.0,923.85,898.35,5672247.0
2011-05-19,915.5,-0.9998,0.148,0.759,0.092,908.4,922.0,904.75,4131089.0
2011-05-20,923.2,-0.9998,0.148,0.759,0.093,918.45,925.8,910.3,3171245.0
2011-05-23,909.4,-0.9998,0.129,0.797,0.073,919.0,922.0,903.3,3391416.0
2011-05-24,915.75,-0.9996,0.125,0.792,0.083,906.0,920.9,906.0,2538967.0
2011-05-25,906.0,-0.9995,0.129,0.776,0.095,914.1,914.1,901.0,2997245.0
2011-05-26,933.85,-0.9985,0.114,0.791,0.096,912.6,936.85,911.1,6857905.0
2011-05-27,945.45,-0.9995,0.126,0.784,0.09,934.1,952.9,934.1,3459497.0
2011-05-30,938.85,-0.9999,0.16,0.75,0.09,948.95,953.0,934.25,1729109.0
2011-05-31,951.85,-0.9997,0.111,0.825,0.064,945.0,955.9,937.3,3219213.0
2011-06-01,946.8,0.9196,0.079,0.841,0.08,952.0,958.65,943.65,1838452.0
2011-06-02,951.05,-0.9967,0.116,0.777,0.107,936.55,954.7,936.55,2152963.0
2011-06-03,934.6,-0.9998,0.14,0.775,0.085,960.5,967.0,931.5,4368279.0
2011-06-06,937.75,-0.9988,0.118,0.785,0.098,934.65,940.8,928.15,1405741.0
2011-06-07,958.25,-0.9995,0.123,0.788,0.089,933.55,960.0,933.55,4025919.0
2011-06-08,949.2,-0.9996,0.123,0.798,0.079,955.25,955.95,943.95,3247038.0
2011-06-09,954.0,-0.9986,0.1,0.829,0.071,947.5,957.85,947.0,2092020.0
2011-06-10,944.5,-0.9993,0.104,0.828,0.068,955.1,956.0,932.05,2530136.0
2011-06-13,925.6,-0.9978,0.091,0.84,0.07,943.25,943.25,921.0,2954066.0
2011-06-14,911.35,-0.9989,0.104,0.821,0.074,925.3,931.75,910.0,4335560.0
2011-06-15,900.55,-0.9996,0.121,0.802,0.077,912.0,918.9,898.6,4607486.0
2011-06-16,887.55,-0.9999,0.157,0.76,0.084,901.0,901.0,884.1,5707528.0
2011-06-17,868.75,-0.998,0.099,0.824,0.077,891.3,893.3,865.2,5035618.0
2011-06-20,833.25,-0.9994,0.114,0.807,0.079,875.0,875.0,828.1,6926078.0
2011-06-21,848.65,-0.9998,0.135,0.775,0.091,839.9,855.0,837.3,3980489.0
2011-06-22,845.8,-0.9993,0.113,0.805,0.082,853.35,858.15,834.15,4596259.0
2011-06-23,870.5,-0.9996,0.137,0.761,0.102,846.55,872.7,845.9,4734842.0
2011-06-24,871.4,-0.9993,0.111,0.808,0.081,874.15,879.7,855.6,7239303.0
2011-06-27,871.55,-0.9998,0.139,0.775,0.086,866.7,881.8,861.85,3280025.0
2011-06-28,871.1,-0.9996,0.127,0.784,0.089,878.9,878.9,862.0,2336039.0
2011-06-29,885.25,-0.9997,0.124,0.807,0.069,875.7,888.0,872.1,2841435.0
2011-06-30,898.5,-0.9952,0.095,0.821,0.084,888.7,902.0,887.0,4970476.0
2011-07-01,861.95,-0.9999,0.16,0.757,0.083,907.0,907.0,856.7,6555284.0
2011-07-04,868.4,-0.9996,0.149,0.739,0.112,874.4,879.4,865.0,3771511.0
2011-07-05,845.95,-0.9998,0.132,0.791,0.077,869.3,869.3,844.0,7727430.0
2011-07-06,852.9,-0.9985,0.109,0.807,0.084,848.85,858.5,840.7,6143838.0
2011-07-07,870.7,-0.9992,0.13,0.767,0.104,858.0,874.9,855.25,4603204.0
2011-07-08,854.85,-0.9998,0.145,0.763,0.092,873.0,874.0,852.0,4785969.0
2011-07-11,853.3,-0.9996,0.13,0.777,0.093,854.0,859.95,847.0,2194126.0
2011-07-12,847.75,-0.9998,0.138,0.782,0.08,847.5,857.4,845.7,2986757.0
2011-07-13,865.45,-0.9995,0.113,0.81,0.077,853.05,869.7,851.1,3892719.0
2011-07-14,867.55,-0.9998,0.15,0.757,0.093,863.3,877.9,859.35,3043021.0
2011-07-15,873.2,-0.9996,0.139,0.763,0.098,867.7,876.0,865.0,2332976.0
2011-07-18,867.6,-0.9997,0.137,0.771,0.093,871.9,873.9,864.2,1504709.0
2011-07-19,879.45,-0.9998,0.136,0.774,0.09,867.5,881.4,866.0,2245330.0
2011-07-20,876.2,-0.9997,0.13,0.793,0.077,886.0,886.8,868.8,2555594.0
2011-07-21,860.85,-0.9991,0.092,0.845,0.063,875.95,875.95,857.55,1802647.0
2011-07-22,873.35,-0.9995,0.114,0.814,0.072,866.0,877.0,862.5,3498193.0
2011-07-25,882.85,-0.9995,0.127,0.788,0.085,892.0,892.0,879.15,5007164.0
2011-07-26,871.5,-0.9996,0.135,0.764,0.101,888.25,890.15,869.4,4677273.0
2011-07-27,860.85,-0.9999,0.136,0.791,0.073,875.0,875.0,859.15,3126064.0
2011-07-28,837.35,-0.9969,0.102,0.811,0.086,855.0,855.0,833.4,7154511.0
2011-07-29,827.95,-0.9998,0.152,0.751,0.097,840.0,847.25,823.15,4890181.0
2011-08-01,830.85,-0.9999,0.153,0.764,0.083,838.0,838.0,821.35,3255486.0
2011-08-02,837.3,-0.9992,0.125,0.779,0.096,827.55,838.9,818.5,3787775.0
2011-08-03,825.05,-0.9999,0.162,0.734,0.104,826.75,836.2,823.1,3219680.0
2011-08-04,812.35,-0.9998,0.141,0.759,0.099,828.0,831.65,810.05,3140142.0
2011-08-05,792.0,-0.9996,0.123,0.793,0.085,799.5,799.5,779.0,5994097.0
2011-08-08,780.65,-0.9988,0.128,0.764,0.108,776.7,796.4,767.0,5084300.0
2011-08-09,765.3,-0.9997,0.125,0.799,0.076,753.0,779.0,753.0,7463019.0
2011-08-10,772.75,-0.9996,0.128,0.78,0.092,785.35,790.0,765.0,4056543.0
2011-08-11,772.2,-0.9989,0.119,0.783,0.098,768.35,784.95,765.0,2489305.0
2011-08-12,760.9,-0.9998,0.137,0.775,0.088,783.0,783.0,758.0,3936767.0
2011-08-16,759.15,-0.9973,0.112,0.801,0.086,760.0,772.3,754.7,2580004.0
2011-08-17,755.0,-0.991,0.104,0.803,0.093,760.5,774.4,751.0,3096352.0
2011-08-18,741.2,-0.9986,0.117,0.789,0.093,757.7,760.0,737.0,3914915.0
2011-08-19,732.55,-0.9986,0.138,0.742,0.12,731.05,739.0,721.3,4663092.0
2011-08-22,757.0,-0.9992,0.135,0.759,0.105,731.0,759.85,725.6,3552807.0
2011-08-23,765.25,-0.9864,0.107,0.791,0.102,760.35,772.0,747.5,4008613.0
2011-08-24,761.3,-0.9996,0.131,0.773,0.096,764.0,769.5,756.0,2968791.0
2011-08-25,753.5,-0.9909,0.113,0.781,0.106,761.6,769.0,750.25,4849218.0
2011-08-26,719.4,-0.9998,0.145,0.769,0.086,751.0,756.1,712.0,4457788.0
2011-08-29,755.05,0.8308,0.116,0.77,0.114,731.1,759.9,728.35,4186930.0
2011-08-30,782.6,-0.9998,0.138,0.774,0.088,765.0,796.3,764.0,7821448.0
2011-09-02,805.45,-0.9993,0.124,0.784,0.092,796.7,813.7,789.45,7791545.0
