,Close,compound,negative,neutral,positive,Open,High,Low,Volume
2009-06-05,2212.75,-0.9993,0.135,0.757,0.109,2275.0,2281.0,2190.0,4677671.0
2009-06-08,2194.0,-0.9998,0.148,0.786,0.066,2207.0,2261.8,2176.0,3778012.0
2009-06-09,2272.15,-0.9997,0.151,0.748,0.101,2188.0,2291.0,2175.0,4153933.0
2009-06-10,2320.2,-0.9999,0.17,0.738,0.092,2291.0,2339.9,2286.15,3965233.0
2009-06-11,2303.25,-0.9998,0.14,0.778,0.082,2320.0,2325.0,2282.5,2541401.0
2009-06-12,2362.1,-0.9998,0.144,0.774,0.082,2310.0,2379.0,2305.25,4916730.0
2009-06-15,2178.8,-0.9998,0.169,0.732,0.099,2359.7,2359.7,2165.3,7140962.0
2009-06-16,2143.35,-0.9997,0.124,0.801,0.075,2150.0,2184.9,2126.6,5128268.0
2009-06-17,2051.35,-0.9998,0.15,0.759,0.092,2125.8,2178.0,2036.35,4919878.0
2009-06-18,2025.05,-0.9998,0.154,0.761,0.085,2058.0,2072.5,1990.1,6207405.0
2009-06-19,2041.5,-0.9998,0.164,0.731,0.105,2045.0,2062.45,1977.1,4851582.0
2009-06-22,1952.5,-0.9998,0.142,0.778,0.081,2047.7,2050.0,1932.55,4621154.0
2009-06-23,2015.3,-0.9999,0.177,0.719,0.104,1900.0,2033.7,1900.0,5946495.0
2009-06-24,2002.35,-0.9991,0.13,0.774,0.097,2025.0,2035.75,1972.05,4710244.0
2009-06-25,1958.1,-0.9993,0.123,0.79,0.087,2001.2,2024.0,1942.45,5335839.0
2009-06-26,2029.2,-0.9997,0.142,0.77,0.088,1966.15,2037.0,1962.95,3979065.0
2009-06-29,2087.0,-0.9994,0.14,0.76,0.1,2026.0,2112.9,2004.75,3726361.0
2009-06-30,2023.4,-0.9994,0.135,0.767,0.098,2100.0,2109.3,2010.6,2981288.0
2009-07-01,2058.8,-0.9998,0.152,0.759,0.089,2029.9,2085.0,1988.0,3718079.0
2009-07-02,2011.35,-0.9996,0.125,0.79,0.085,2183.0,2183.0,1995.35,3850061.0
2009-07-03,2027.65,-0.9995,0.124,0.793,0.083,2000.0,2035.1,1980.0,4332698.0
2009-07-06,1893.15,-0.9983,0.122,0.772,0.106,2048.0,2052.0,1861.05,5923485.0
2009-07-07,1855.45,-0.9964,0.142,0.732,0.126,1901.0,1913.0,1825.2,5835396.0
2009-07-08,1829.65,-0.9998,0.158,0.736,0.106,1855.45,1890.0,1797.3,5771172.0
2009-07-09,1853.4,-0.9998,0.13,0.789,0.081,1835.0,1874.9,1830.1,3688001.0
2009-07-10,1775.15,-0.9999,0.153,0.767,0.08,1853.0,1866.95,1745.0,4201235.0
2009-07-13,1750.95,-0.9999,0.174,0.75,0.076,1749.7,1768.5,1717.1,4149470.0
2009-07-14,1814.05,-0.9991,0.11,0.817,0.072,1774.0,1825.0,1766.0,3699051.0
2009-07-15,1876.3,-0.9998,0.127,0.813,0.06,1850.0,1890.0,1806.55,3173993.0
2009-07-16,1935.4,-0.9999,0.183,0.746,0.071,1901.0,1968.4,1880.0,5526846.0
2009-07-17,1937.05,-0.9999,0.155,0.772,0.073,1945.1,1966.0,1925.3,3305062.0
2009-07-20,2033.3,-0.9995,0.134,0.777,0.089,1960.0,2039.0,1950.0,4118480.0
2009-07-21,2018.65,-0.9995,0.141,0.756,0.102,2088.7,2088.7,2007.35,3083413.0
2009-07-22,1975.7,-0.9998,0.148,0.76,0.093,2025.0,2057.6,1962.6,3145153.0
2009-07-23,2041.55,-0.9996,0.136,0.78,0.084,1990.0,2053.8,1987.0,2965247.0
2009-07-24,2016.85,-0.9995,0.126,0.795,0.08,2050.0,2067.4,1986.1,4238518.0
2009-07-27,1940.65,-0.9995,0.15,0.748,0.102,1950.0,1995.0,1906.65,6017644.0
2009-07-28,1907.6,-0.9998,0.151,0.754,0.095,1947.0,1959.7,1885.6,5756294.0
2009-07-29,1930.4,-0.9999,0.162,0.747,0.091,1900.0,1938.0,1871.0,4766525.0
2009-07-30,1900.3,-0.9999,0.16,0.753,0.087,1920.0,1925.4,1889.0,3079359.0
2009-07-31,1955.4,-0.9998,0.147,0.77,0.083,1915.0,1974.9,1911.25,3491976.0
2009-08-03,2017.0,-0.9997,0.141,0.781,0.078,1968.9,2031.0,1958.1,2737892.0
2009-08-04,2039.75,-0.9997,0.148,0.754,0.098,2033.0,2053.0,2002.5,3837378.0
2009-08-05,2076.4,-0.9998,0.168,0.733,0.099,2035.0,2084.0,2031.6,3804751.0
2009-08-06,2046.8,-0.9998,0.137,0.801,0.062,2043.65,2125.0,2026.35,4917080.0
2009-08-07,1997.75,-0.9998,0.154,0.757,0.089,2036.5,2064.0,1990.2,3999933.0
2009-08-10,1988.1,-0.9998,0.171,0.721,0.108,2030.45,2034.75,1973.0,3013118.0
2009-08-11,2000.4,-1.0,0.209,0.702,0.089,1993.0,2048.05,1979.0,3140057.0
2009-08-12,1990.7,-0.9999,0.17,0.74,0.09,1974.95,2000.0,1943.3,3424032.0
2009-08-13,2024.3,-0.9966,0.117,0.79,0.093,2025.0,2044.1,1997.0,3031487.0
2009-08-14,2036.45,-0.9987,0.141,0.756,0.103,2027.0,2064.0,2007.0,3344427.0
2009-08-17,1941.95,-0.9997,0.154,0.759,0.086,2009.0,2010.0,1925.0,3433349.0
2009-08-18,1941.2,-0.9998,0.165,0.745,0.089,1923.7,1956.2,1920.15,2973261.0
2009-08-19,1885.85,-0.9997,0.154,0.745,0.101,1940.0,1949.9,1871.0,3331420.0
2009-08-20,1898.4,-0.9998,0.156,0.767,0.077,1900.0,1929.0,1888.55,2352019.0
2009-08-21,1928.8,-0.9993,0.135,0.774,0.091,1888.0,1935.0,1867.6,3010806.0
2009-08-24,1974.3,-0.9989,0.154,0.728,0.119,1960.0,1980.9,1948.6,2530517.0
2009-08-25,2025.65,-0.9998,0.152,0.756,0.091,1965.2,2033.0,1955.55,3250116.0
2009-08-26,2040.15,-0.9798,0.096,0.816,0.088,2026.05,2046.7,2011.25,2513686.0
2009-08-27,2042.35,-0.9995,0.128,0.791,0.081,2034.0,2059.0,2020.0,2934592.0
2009-08-28,2074.1,-0.9996,0.144,0.749,0.107,2050.0,2080.0,2025.55,2500430.0
2009-08-31,2005.1,-0.9998,0.156,0.754,0.089,2064.0,2064.0,1995.0,3604830.0
2009-09-01,1980.85,-0.9998,0.139,0.787,0.075,2024.8,2042.0,1965.4,2598213.0
2009-09-02,1971.15,-0.9998,0.156,0.76,0.084,1969.0,1997.9,1960.0,2725762.0
2009-09-03,1930.8,-0.9984,0.109,0.811,0.08,1980.0,1987.2,1923.3,3022616.0
2009-09-04,1981.15,-0.9996,0.129,0.794,0.077,1938.0,1994.0,1935.0,2898625.0
2009-09-07,2002.85,-0.9993,0.122,0.795,0.083,1985.0,2008.95,1976.5,2580500.0
2009-09-08,2075.6,-0.9996,0.136,0.772,0.092,2015.0,2094.4,2005.35,5949983.0
2009-09-09,2168.45,-0.9997,0.135,0.778,0.087,2075.0,2174.5,2062.0,6009262.0
2009-09-10,2147.45,-0.9997,0.129,0.798,0.073,2190.05,2239.9,2132.6,4076750.0
2009-09-11,2140.85,-0.9998,0.153,0.768,0.079,2165.0,2171.3,2105.0,3585424.0
2009-09-14,2139.5,-0.999,0.106,0.825,0.068,2135.0,2159.1,2111.5,2176986.0
2009-09-15,2180.9,-0.9998,0.148,0.757,0.094,2142.0,2184.0,2142.0,2157020.0
2009-09-16,2184.0,-0.9998,0.14,0.772,0.088,2196.0,2218.7,2163.6,2215286.0
2009-09-17,2086.15,-0.9995,0.124,0.795,0.081,2185.0,2200.0,2071.0,16579451.0
2009-09-18,2102.55,0.9869,0.112,0.773,0.115,2080.0,2113.0,2075.1,2938873.0
2009-09-22,2097.95,-0.9991,0.121,0.8,0.079,2128.7,2139.7,2088.1,2629983.0
2009-09-23,2101.7,-0.9995,0.142,0.749,0.109,2097.0,2125.0,2090.0,2784741.0
2009-09-24,2100.95,-0.998,0.117,0.789,0.094,2090.0,2130.0,2058.0,4761898.0
2009-09-25,2135.0,-0.998,0.116,0.791,0.093,2084.4,2147.9,2075.1,3566397.0
2009-09-29,2171.05,-0.9997,0.162,0.735,0.103,2145.5,2181.6,2140.0,4600745.0
2009-09-30,2201.65,-0.9996,0.13,0.79,0.079,2184.0,2212.9,2165.0,4222636.0
2009-10-01,2174.35,-0.9991,0.127,0.772,0.101,2199.9,2199.9,2154.0,3010715.0
2009-10-05,2139.1,-0.9996,0.15,0.751,0.099,2159.9,2172.0,2121.3,2961545.0
2009-10-06,2134.1,-0.9925,0.116,0.784,0.101,2159.95,2159.95,2102.0,3669459.0
2009-10-07,2101.3,-0.9973,0.135,0.753,0.112,2149.5,2158.0,2084.1,3100036.0
2009-10-08,2119.65,-0.9992,0.123,0.788,0.089,2200.0,2235.5,2100.0,7026835.0
2009-10-09,2099.75,-0.9996,0.15,0.745,0.105,2128.65,2131.6,2090.0,3162237.0
2009-10-12,2169.05,-0.9995,0.149,0.748,0.103,2120.0,2186.0,2120.0,4496196.0
2009-10-14,2184.2,-0.9914,0.123,0.767,0.11,2175.0,2197.5,2152.65,3335821.0
2009-10-15,2171.5,-0.9997,0.16,0.735,0.104,2199.0,2221.8,2165.0,3250759.0
2009-10-16,2218.75,-0.9996,0.138,0.779,0.084,2170.0,2226.0,2161.0,3357818.0
2009-10-17,2225.2,-0.9976,0.118,0.796,0.086,2285.3,2285.3,2211.3,740522.0
2009-10-20,2184.55,-0.9994,0.13,0.798,0.072,2245.0,2283.3,2177.85,3161589.0
2009-10-21,2182.2,-0.9997,0.149,0.766,0.085,2179.0,2209.0,2168.65,2549442.0
2009-10-22,2135.2,-0.9868,0.089,0.829,0.081,2182.0,2182.0,2121.0,2310668.0
2009-10-23,2047.35,-0.9995,0.131,0.781,0.088,2146.2,2154.3,2037.6,5039726.0
2009-10-26,2015.35,-0.9994,0.139,0.772,0.09,2050.0,2068.0,2004.0,3170009.0
2009-10-27,1991.0,-0.9997,0.13,0.799,0.072,2002.0,2010.0,1975.0,3535555.0
2009-10-28,2034.15,-0.9998,0.144,0.784,0.072,1985.05,2043.35,1985.05,2949900.0
2009-10-29,1999.4,-0.9993,0.135,0.772,0.092,2001.0,2043.9,1980.4,3530103.0
2009-10-30,1931.15,-0.9986,0.115,0.796,0.089,2001.05,2035.0,1922.0,4981242.0
2009-11-03,1818.55,-0.9996,0.133,0.776,0.091,1920.05,1924.8,1802.25,4898276.0
2009-11-04,1920.7,-0.9996,0.143,0.762,0.094,1850.0,1928.0,1832.7,4567661.0
2009-11-05,1941.15,-0.9978,0.126,0.769,0.105,1909.15,1948.0,1851.0,3438724.0
2009-11-06,1957.5,-0.9987,0.12,0.783,0.097,1930.0,1974.9,1930.0,3498033.0
2009-11-09,2024.4,-0.9997,0.148,0.763,0.088,1975.0,2032.0,1961.6,3278186.0
2009-11-10,2054.5,-0.9994,0.142,0.752,0.106,2040.0,2102.45,2005.0,6326351.0
2009-11-11,2114.0,-0.9992,0.128,0.776,0.096,2068.0,2130.4,2035.65,4183569.0
2009-11-12,2101.25,-0.9996,0.112,0.827,0.061,2125.0,2146.0,2084.0,3808929.0
2009-11-13,2119.5,-0.9978,0.113,0.787,0.099,2090.0,2129.0,2084.1,2557890.0
2009-11-16,2153.6,-0.9992,0.133,0.762,0.105,2149.0,2161.9,2131.65,2067266.0
2009-11-17,2132.35,-0.9992,0.119,0.793,0.088,2160.0,2161.7,2107.0,3005633.0
2009-11-18,2100.05,-0.9994,0.118,0.805,0.077,2162.0,2162.0,2094.1,3907563.0
2009-11-19,2083.8,-0.9998,0.142,0.772,0.086,2098.75,2109.9,2072.9,2313331.0
2009-11-20,2123.3,-0.9995,0.129,0.793,0.078,2080.0,2134.95,2065.0,3088581.0
2009-11-23,2194.95,-0.9948,0.1,0.816,0.084,2160.0,2207.75,2133.05,5528258.0
2009-11-24,2177.2,-0.9968,0.106,0.804,0.09,2192.0,2205.0,2168.1,3472510.0
2009-11-25,2194.7,-0.9996,0.142,0.785,0.073,2185.75,2225.9,2169.9,4152810.0
2009-11-26,1063.75,-0.9993,0.123,0.801,0.076,1111.0,1111.0,1053.3,5079362.0
2009-11-27,1045.95,-0.9997,0.155,0.738,0.107,1050.0,1058.0,1011.0,5821983.0
2009-11-30,1063.5,-0.9992,0.13,0.794,0.076,1062.5,1078.9,1054.0,4130831.0
2009-12-01,1098.0,-0.9928,0.104,0.806,0.09,1075.0,1100.0,1067.2,2859884.0
2009-12-02,1100.45,-0.9994,0.134,0.783,0.082,1105.25,1118.65,1091.2,4727337.0
2009-12-03,1099.65,-0.9995,0.135,0.773,0.092,1104.9,1120.0,1092.1,3980841.0
2009-12-04,1088.4,-0.9997,0.146,0.764,0.09,1091.0,1107.0,1080.3,3191869.0
2009-12-07,1055.0,0.5152,0.084,0.828,0.088,1088.0,1094.1,1050.0,4725251.0
2009-12-08,1080.35,-0.9988,0.095,0.851,0.054,1060.0,1084.45,1055.15,4670917.0
2009-12-09,1071.85,-0.9997,0.142,0.777,0.081,1070.0,1078.0,1062.15,2555542.0
2009-12-10,1071.8,-0.9972,0.093,0.846,0.061,1073.7,1082.0,1062.0,2958917.0
2009-12-11,1071.25,-0.9988,0.12,0.792,0.088,1080.0,1088.0,1064.5,3531678.0
2009-12-14,1067.95,-0.9719,0.113,0.781,0.106,1068.0,1084.0,1063.0,3182678.0
2009-12-15,1051.6,-0.9969,0.108,0.816,0.077,1068.0,1074.0,1048.0,3354156.0
2009-12-16,1047.15,-0.9982,0.122,0.783,0.095,1049.9,1055.0,1038.1,3376882.0
2009-12-17,1034.95,-0.9995,0.14,0.784,0.077,1054.8,1054.8,1030.0,3245059.0
2009-12-18,1007.65,-0.9989,0.149,0.737,0.114,1035.0,1035.0,1005.0,5025388.0
2009-12-21,1016.95,-0.9981,0.109,0.811,0.081,1001.0,1030.8,990.0,5621862.0
2009-12-22,1019.2,-0.9993,0.119,0.799,0.082,1018.2,1028.8,1011.3,3186287.0
2009-12-23,1066.2,-0.9971,0.123,0.781,0.096,1025.0,1067.9,1021.4,4903897.0
2009-12-24,1076.3,-0.8666,0.098,0.801,0.101,1075.0,1083.8,1058.35,3691064.0
2009-12-29,1080.25,-0.9983,0.107,0.83,0.063,1079.0,1089.0,1070.0,2782375.0
2009-12-30,1076.05,-0.9997,0.167,0.753,0.08,1079.8,1085.0,1069.5,2121225.0
2009-12-31,1090.55,-0.9992,0.148,0.757,0.096,1084.0,1096.0,1081.35,4009836.0
2010-01-04,1075.5,-0.9983,0.119,0.792,0.088,1091.1,1091.1,1021.85,17520006.0
2010-01-05,1070.7,-0.9986,0.115,0.813,0.072,1149.9,1149.9,1065.4,4890040.0
2010-01-06,1088.0,-0.9995,0.146,0.772,0.082,1079.9,1094.5,1070.65,5415538.0
2010-01-07,1106.05,-0.9996,0.147,0.775,0.078,1088.0,1115.0,1078.0,5988404.0
2010-01-08,1103.15,-0.9997,0.148,0.764,0.088,1108.0,1113.8,1096.0,3453926.0
2010-01-11,1081.5,-0.9988,0.122,0.803,0.075,1134.7,1149.7,1050.0,43122135.0
2010-01-12,1084.35,-0.9974,0.129,0.765,0.106,1095.0,1137.3,1077.0,7495359.0
2010-01-13,1088.6,-0.9993,0.142,0.768,0.09,1088.0,1092.0,1068.6,3511078.0
2010-01-14,1121.7,-0.9954,0.13,0.754,0.117,1086.0,1124.8,1086.0,5610718.0
2010-01-15,1110.75,-0.9981,0.104,0.835,0.061,1125.8,1138.9,1105.05,4289733.0
2010-01-18,1099.5,-0.9987,0.14,0.758,0.102,1107.0,1116.45,1091.95,3239525.0
2010-01-19,1085.0,-0.9756,0.093,0.827,0.08,1100.0,1106.05,1082.65,2986363.0
2010-01-20,1077.5,-0.9987,0.13,0.783,0.086,1095.0,1097.1,1072.0,4418747.0
2010-01-21,1054.05,-0.9903,0.112,0.788,0.1,1075.0,1077.0,1050.25,4254235.0
2010-01-22,1053.85,-0.9989,0.133,0.777,0.09,1041.0,1071.0,1029.5,9113512.0
2010-01-25,1042.05,-0.9981,0.116,0.8,0.084,1049.65,1054.4,1036.7,3061478.0
2010-01-27,1027.55,-0.9978,0.131,0.766,0.102,1034.0,1050.0,1020.0,5678803.0
2010-01-28,1037.15,-0.9945,0.118,0.783,0.099,1040.0,1046.45,1025.0,7594324.0
2010-01-29,1046.2,-0.9994,0.124,0.794,0.082,1032.9,1051.8,1018.1,5333541.0
2010-02-01,1045.4,-0.9594,0.082,0.843,0.075,1037.5,1055.0,1035.55,2773369.0
2010-02-02,1027.3,-0.9905,0.109,0.791,0.1,1052.0,1056.35,1024.1,3942831.0
2010-02-03,1033.95,-0.9992,0.135,0.777,0.088,1031.1,1048.4,1031.1,3440695.0
2010-02-04,1019.15,-0.9985,0.125,0.782,0.093,1038.0,1038.0,1014.0,2737193.0
2010-02-05,981.7,-0.999,0.124,0.793,0.083,975.0,1007.75,975.0,6830723.0
2010-02-06,993.75,-0.8907,0.084,0.836,0.08,990.0,997.5,985.4,647435.0
2010-02-08,994.35,-0.9994,0.151,0.75,0.099,985.0,1004.35,975.0,5919146.0
2010-02-09,993.25,-0.9997,0.157,0.775,0.068,993.75,998.0,982.7,3266918.0
2010-02-10,985.1,-0.9983,0.108,0.821,0.072,999.9,999.9,982.0,4174214.0
2010-02-11,1015.15,-0.998,0.139,0.753,0.108,989.25,1019.8,988.5,5360299.0
2010-02-15,1010.0,-0.9992,0.148,0.756,0.096,1027.0,1027.0,1007.6,3085557.0
2010-02-16,1017.75,-0.9994,0.143,0.768,0.089,1010.1,1021.0,1005.0,2301434.0
2010-02-17,1032.55,-0.9997,0.159,0.758,0.084,1025.0,1037.8,1022.05,3572783.0
2010-02-18,997.8,-0.9967,0.106,0.805,0.089,1030.0,1038.35,995.0,4533745.0
2010-02-19,983.2,-0.9945,0.124,0.764,0.111,995.0,995.0,977.15,4058388.0
2010-02-22,977.95,-0.9997,0.179,0.728,0.094,995.3,1000.0,970.0,2901188.0
2010-02-23,975.35,-0.999,0.129,0.784,0.087,974.0,983.0,970.0,2966309.0
2010-02-24,978.8,-0.998,0.136,0.755,0.109,970.0,985.7,966.65,2854453.0
2010-02-25,963.1,0.9914,0.122,0.738,0.14,980.1,985.0,959.15,4332580.0
2010-02-26,978.95,0.9332,0.092,0.81,0.098,969.0,995.0,966.25,5161233.0
2010-03-02,983.2,-0.9992,0.181,0.709,0.109,985.0,999.0,979.4,4162636.0
2010-03-03,1024.8,-0.9995,0.143,0.773,0.084,988.0,1028.0,988.0,6085791.0
2010-03-04,1014.0,-0.9988,0.121,0.805,0.074,1040.0,1040.0,1008.0,4750237.0
2010-03-05,1009.8,0.7679,0.078,0.847,0.074,1022.0,1026.0,1005.1,2691454.0
2010-03-08,1004.1,-0.9975,0.135,0.762,0.103,1021.2,1027.0,1002.0,2729580.0
2010-03-09,990.35,0.9855,0.07,0.849,0.081,1006.5,1011.8,988.05,3990953.0
2010-03-10,1008.75,-0.9995,0.154,0.757,0.089,995.0,1018.9,989.3,5670503.0
2010-03-11,1016.45,-0.9885,0.121,0.765,0.114,1010.0,1020.0,1007.0,3333605.0
2010-03-12,1021.6,-0.9986,0.12,0.798,0.083,1015.0,1033.0,1014.0,5105006.0
2010-03-15,1028.05,-0.9995,0.142,0.778,0.08,1022.0,1031.95,1013.1,4144602.0
2010-03-16,1067.95,-0.9995,0.155,0.751,0.094,1032.0,1071.8,1029.0,7771535.0
2010-03-17,1069.7,-0.9973,0.108,0.814,0.078,1074.8,1082.5,1065.8,4937276.0
2010-03-18,1076.95,-0.9997,0.173,0.723,0.104,1074.0,1081.6,1064.1,3495591.0
2010-03-19,1092.05,-0.9994,0.142,0.77,0.088,1078.8,1096.5,1070.15,4511717.0
2010-03-22,1073.95,-0.9997,0.155,0.753,0.092,1062.0,1099.0,1062.0,4678751.0
2010-03-23,1091.4,-0.9997,0.145,0.77,0.085,1077.95,1093.95,1076.95,4572931.0
2010-03-25,1091.45,-0.9381,0.093,0.822,0.085,1096.0,1097.0,1077.4,5250073.0
2010-03-26,1100.45,-0.9993,0.15,0.745,0.106,1097.0,1111.0,1095.15,4131759.0
2010-03-29,1093.3,-0.998,0.105,0.826,0.069,1103.7,1109.95,1091.0,4628760.0
2010-03-30,1088.15,-0.9966,0.109,0.798,0.093,1096.0,1105.7,1083.0,4329090.0
2010-03-31,1074.25,-0.9985,0.133,0.765,0.101,1092.9,1095.0,1071.3,4948302.0
2010-04-01,1092.05,-0.9987,0.13,0.762,0.108,1078.0,1098.5,1077.0,2861856.0
2010-04-05,1125.9,-0.9981,0.121,0.799,0.08,1096.5,1129.65,1096.5,4551762.0
2010-04-06,1123.2,-0.9987,0.139,0.76,0.101,1128.0,1133.0,1120.2,2853138.0
2010-04-07,1129.7,-0.999,0.126,0.801,0.073,1125.0,1149.7,1123.1,4621626.0
2010-04-08,1106.55,-0.9995,0.138,0.793,0.069,1133.0,1136.5,1101.5,3365528.0
2010-04-09,1124.7,-0.9978,0.122,0.787,0.091,1108.2,1131.0,1108.2,3846259.0
2010-04-12,1127.35,-0.9991,0.122,0.813,0.065,1145.0,1145.0,1122.65,2902957.0
2010-04-13,1120.9,0.7925,0.117,0.761,0.122,1128.0,1134.0,1111.3,3193600.0
2010-04-15,1090.7,-0.9995,0.145,0.779,0.076,1125.0,1134.9,1087.05,5551581.0
2010-04-16,1084.25,-0.999,0.127,0.789,0.084,1086.1,1095.0,1071.15,4158779.0
2010-04-19,1061.8,-0.9995,0.144,0.789,0.068,1079.8,1079.8,1051.0,3746293.0
2010-04-20,1063.2,-0.9182,0.103,0.791,0.106,1069.85,1079.75,1054.35,3828437.0
2010-04-21,1054.1,-0.9993,0.138,0.775,0.087,1070.0,1073.7,1048.15,4385951.0
2010-04-22,1075.75,-0.998,0.113,0.806,0.081,1050.5,1093.9,1050.05,5851352.0
2010-04-23,1088.2,0.8891,0.105,0.782,0.113,1080.0,1096.0,1080.0,5311168.0
2010-04-26,1071.25,-0.9965,0.117,0.79,0.093,1080.0,1097.8,1063.5,3806402.0
2010-04-27,1061.25,-0.9972,0.132,0.766,0.102,1063.0,1068.0,1055.0,3193352.0
2010-04-28,1017.25,-0.9985,0.107,0.828,0.066,1053.95,1053.95,1012.0,9168538.0
2010-04-29,1035.05,0.9911,0.072,0.836,0.091,1024.0,1039.9,1019.15,5359600.0
2010-04-30,1033.6,-0.9976,0.118,0.793,0.089,1040.0,1047.2,1030.0,3616419.0
2010-05-03,1023.75,-0.9992,0.162,0.755,0.083,1026.0,1032.6,1018.1,2865346.0
2010-05-04,1021.15,-0.9985,0.131,0.78,0.089,1024.2,1039.0,1013.5,3965640.0
2010-05-05,1020.65,-0.9869,0.084,0.851,0.064,1010.0,1023.55,1003.3,3423392.0
2010-05-06,1007.85,-0.9985,0.105,0.826,0.069,1019.8,1023.3,1004.0,5454783.0
2010-05-07,1032.8,-0.9996,0.154,0.75,0.096,976.0,1060.0,976.0,16472546.0
2010-05-10,1079.4,-0.9987,0.143,0.763,0.093,1051.0,1082.0,1040.0,8697783.0
2010-05-11,1067.8,-0.9993,0.14,0.771,0.089,1089.0,1089.0,1063.35,6017564.0
2010-05-12,1082.95,-0.9991,0.147,0.757,0.097,1076.05,1089.45,1064.05,3496020.0
2010-05-13,1071.8,-0.9985,0.116,0.804,0.08,1062.0,1093.4,1062.0,2731043.0
2010-05-14,1043.65,-0.9987,0.136,0.769,0.095,1067.7,1071.0,1035.0,4151458.0
2010-05-17,1016.55,-0.9987,0.128,0.805,0.067,1034.7,1034.7,1009.0,4711513.0
2010-05-18,1020.6,-0.9975,0.118,0.792,0.09,1020.0,1033.45,1007.8,3530511.0
2010-05-19,998.65,-0.9994,0.166,0.731,0.103,1017.0,1017.75,995.1,5965445.0
2010-05-20,999.95,-0.9986,0.146,0.752,0.102,1001.0,1013.0,993.75,4246454.0
2010-05-21,995.55,-0.9984,0.137,0.762,0.101,989.9,999.85,976.1,4381347.0
2010-05-24,1022.65,-0.9959,0.137,0.751,0.112,1018.0,1048.95,1016.45,5652017.0
2010-05-25,985.65,-0.9992,0.138,0.782,0.08,1025.0,1025.0,982.75,5770796.0
2010-05-26,1008.05,0.7743,0.09,0.818,0.092,994.9,1010.0,991.0,3137663.0
2010-05-27,1022.25,-0.997,0.112,0.808,0.08,1011.0,1027.7,1001.6,6264345.0
2010-05-28,1036.65,-0.9998,0.164,0.758,0.078,1029.95,1039.0,1014.5,4008272.0
2010-05-31,1045.6,-0.9989,0.105,0.837,0.058,1030.15,1048.5,1028.75,3782780.0
2010-06-01,1010.55,-0.9992,0.158,0.739,0.103,1043.3,1045.0,1004.1,4449630.0
2010-06-02,1011.05,-0.9979,0.127,0.786,0.088,1015.0,1021.0,1003.35,4509546.0
2010-06-03,1030.8,-0.9991,0.128,0.789,0.083,1019.9,1038.0,1019.9,3910363.0
2010-06-04,1031.2,-0.9989,0.13,0.781,0.089,1031.0,1036.0,1022.45,3220285.0
2010-06-07,1007.75,-0.9991,0.142,0.773,0.085,1015.0,1015.0,1000.0,3086645.0
2010-06-08,996.4,-0.9832,0.101,0.812,0.087,1009.7,1012.7,995.1,3480569.0
2010-06-09,1007.05,-0.9994,0.132,0.781,0.086,1000.2,1015.0,1000.0,3484176.0
2010-06-10,1015.35,-0.9994,0.15,0.754,0.097,1010.0,1017.45,1007.15,3191686.0
2010-06-11,1046.4,-0.9984,0.099,0.84,0.06,1025.0,1050.85,1021.0,5327604.0
2010-06-14,1063.5,-0.9996,0.145,0.772,0.083,1054.9,1070.0,1049.1,3632863.0
2010-06-15,1066.1,-0.9982,0.109,0.822,0.069,1065.2,1069.9,1050.1,4341443.0
2010-06-16,1057.95,-0.9986,0.125,0.789,0.086,1070.0,1072.65,1055.1,2704841.0
2010-06-17,1071.4,-0.9974,0.119,0.792,0.09,1063.3,1077.0,1058.3,4811174.0
2010-06-18,1054.35,-0.9997,0.153,0.76,0.087,1080.2,1089.8,1050.55,8749692.0
2010-06-21,1065.65,-0.9995,0.147,0.774,0.079,1061.0,1071.7,1061.0,2695660.0
2010-06-22,1063.8,-0.9989,0.114,0.823,0.064,1063.0,1074.8,1056.95,2950749.0
2010-06-23,1058.7,-0.9999,0.146,0.791,0.063,1059.7,1067.5,1054.0,2665095.0
2010-06-24,1052.05,-0.9998,0.165,0.752,0.082,1059.0,1065.8,1047.3,4298567.0
2010-06-25,1062.95,-0.9994,0.127,0.787,0.086,1050.0,1068.0,1043.0,4646050.0
2010-06-28,1090.15,-0.9992,0.142,0.76,0.098,1074.0,1092.0,1065.15,7194118.0
2010-06-29,1067.45,-0.9998,0.152,0.774,0.074,1091.0,1091.0,1064.2,3249076.0
2010-06-30,1089.85,-0.9984,0.122,0.805,0.073,1060.0,1093.95,1057.5,6088910.0
2010-07-01,1076.25,-0.9999,0.162,0.759,0.079,1084.0,1086.35,1066.5,3042649.0
2010-07-02,1068.95,-0.9998,0.157,0.763,0.08,1076.0,1083.95,1065.3,2502708.0
2010-07-05,1068.3,-0.9999,0.182,0.73,0.089,1070.0,1073.15,1062.7,1462821.0
2010-07-06,1073.9,-0.9997,0.129,0.812,0.059,1065.5,1081.9,1065.5,2115540.0
2010-07-07,1053.55,-0.9998,0.152,0.782,0.067,1074.0,1074.8,1051.0,3140408.0
2010-07-08,1057.1,-0.9999,0.18,0.726,0.094,1060.0,1069.55,1055.25,2737949.0
2010-07-09,1057.65,-0.9997,0.154,0.759,0.087,1063.95,1066.0,1053.55,2965846.0
2010-07-12,1056.25,-0.9997,0.155,0.747,0.098,1060.0,1067.95,1052.05,2871831.0
2010-07-13,1074.3,-0.9998,0.129,0.814,0.057,1057.25,1077.75,1057.25,3438642.0
